instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2283,6/7/2012,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,30,283,313
2284,6/8/2012,2,1,6,12,0,5,1,1,0.72,0.6515,0.39,0.3284,89,280,369
2285,6/11/2012,2,1,6,19,0,1,1,2,0.76,0.6818,0.48,0.3284,89,507,596
2286,6/14/2012,2,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,37,682,719
2287,6/23/2012,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483
2288,6/25/2012,3,1,6,11,0,1,1,1,0.8,0.7273,0.43,0.3284,54,127,181
2289,6/25/2012,3,1,6,21,0,1,1,1,0.68,0.6212,0.3,0.3284,50,281,331
2290,6/25/2012,3,1,6,23,0,1,1,1,0.64,0.6212,0.33,0.3284,15,88,103
2291,6/26/2012,3,1,6,0,0,2,1,1,0.62,0.6212,0.33,0.3284,8,29,37
2292,6/26/2012,3,1,6,8,0,2,1,1,0.56,0.5303,0.49,0.3284,34,622,656
2293,6/27/2012,3,1,6,8,0,3,1,1,0.62,0.6212,0.43,0.3284,49,638,687
2294,6/27/2012,3,1,6,11,0,3,1,1,0.74,0.6515,0.3,0.3284,64,145,209
2295,6/27/2012,3,1,6,13,0,3,1,1,0.8,0.697,0.27,0.3284,77,244,321
2296,6/27/2012,3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804
2297,6/27/2012,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,101,542,643
2298,6/28/2012,3,1,6,14,0,4,1,1,0.86,0.7273,0.25,0.3284,66,188,254
2299,6/28/2012,3,1,6,15,0,4,1,1,0.86,0.7273,0.25,0.3284,24,195,219
2300,7/5/2012,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241
2301,7/5/2012,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607
2302,7/18/2012,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,170
2303,7/20/2012,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436
2304,7/20/2012,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622
2305,7/20/2012,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,14,108,122
2306,7/24/2012,3,1,7,11,0,2,1,2,0.84,0.803,0.53,0.3284,45,156,201
2307,7/24/2012,3,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869
2308,7/24/2012,3,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,877
2309,7/24/2012,3,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,38,154,192
2310,7/25/2012,3,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,34,473,507
2311,7/26/2012,3,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534,614
2312,7/27/2012,3,1,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184,251
2313,7/29/2012,3,1,7,12,0,0,0,1,0.76,0.697,0.55,0.3284,154,357,511
2314,7/30/2012,3,1,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,62,765,827
2315,8/4/2012,3,1,8,18,0,6,0,1,0.86,0.7879,0.41,0.3284,169,321,490
2316,8/5/2012,3,1,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81,108
2317,8/13/2012,3,1,8,22,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192
2318,8/17/2012,3,1,8,17,0,5,1,1,0.82,0.2424,0.36,0.3284,144,647,791
2319,8/25/2012,3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,79,154,233
2320,8/25/2012,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403
2321,8/28/2012,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251
2322,8/28/2012,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480
2323,8/31/2012,3,1,8,13,0,5,1,1,0.88,0.7576,0.27,0.3284,97,271,368
2324,9/7/2012,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772
2325,9/8/2012,3,1,9,2,0,6,0,1,0.66,0.5909,0.89,0.3284,9,68,77
2326,9/8/2012,3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,33,197,230
2327,9/10/2012,3,1,9,16,0,1,1,1,0.66,0.6212,0.34,0.3284,108,380,488
2328,9/10/2012,3,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,127,744,871
2329,9/15/2012,3,1,9,14,0,6,0,1,0.68,0.6364,0.34,0.3284,325,390,715
2330,9/18/2012,3,1,9,5,0,2,1,2,0.64,0.5758,0.89,0.3284,3,45,48
2331,9/18/2012,3,1,9,6,0,2,1,2,0.64,0.5758,0.89,0.3284,4,163,167
2332,9/19/2012,3,1,9,2,0,3,1,2,0.54,0.5152,0.64,0.3284,0,3,3
2333,9/21/2012,3,1,9,23,0,5,1,1,0.6,0.5909,0.73,0.3284,23,163,186
2334,9/22/2012,3,1,9,5,0,6,0,1,0.56,0.5303,0.83,0.3284,2,15,17
2335,9/22/2012,3,1,9,10,0,6,0,1,0.66,0.6212,0.65,0.3284,124,350,474
2336,9/22/2012,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680
2337,9/22/2012,3,1,9,17,0,6,0,1,0.74,0.6667,0.51,0.3284,195,451,646
2338,9/23/2012,4,1,9,9,0,0,0,1,0.5,0.4848,0.51,0.3284,71,205,276
2339,9/23/2012,4,1,9,16,0,0,0,1,0.6,0.6212,0.33,0.3284,254,437,691
2340,9/25/2012,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,80,213,293
2341,9/25/2012,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,56,247,303
2342,9/25/2012,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,9,89,98
2343,9/26/2012,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29
2344,9/27/2012,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472
2345,10/4/2012,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,63,231,294
2346,10/14/2012,4,1,10,12,0,0,0,1,0.62,0.6212,0.46,0.3284,200,362,562
2347,10/15/2012,4,1,10,7,0,1,1,2,0.58,0.5455,0.68,0.3284,15,461,476
2348,10/15/2012,4,1,10,12,0,1,1,3,0.6,0.5758,0.78,0.3284,73,211,284
2349,10/15/2012,4,1,10,15,0,1,1,1,0.6,0.5758,0.78,0.3284,70,190,260
2350,10/15/2012,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206
2351,10/16/2012,4,1,10,12,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325
2352,10/16/2012,4,1,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346
2353,10/18/2012,4,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,102,788,890
2354,10/18/2012,4,1,10,18,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788
2355,10/21/2012,4,1,10,11,0,0,0,1,0.52,0.5,0.44,0.3284,191,356,547
2356,10/21/2012,4,1,10,12,0,0,0,1,0.54,0.5152,0.39,0.3284,236,439,675
2357,10/21/2012,4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,240,383,623
2358,10/28/2012,4,1,10,3,0,0,0,2,0.5,0.4848,0.63,0.3284,18,61,79
2359,10/28/2012,4,1,10,6,0,0,0,2,0.5,0.4848,0.59,0.3284,7,32,39
2360,11/2/2012,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421
2361,11/2/2012,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,638
2362,11/2/2012,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522
2363,11/3/2012,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284,6,83,89
2364,11/3/2012,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455
2365,11/3/2012,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400
2366,11/4/2012,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,119,316,435
2367,11/5/2012,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39
2368,11/5/2012,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244
2369,11/7/2012,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11
2370,11/7/2012,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27
2371,11/7/2012,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256
2372,11/8/2012,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161
2373,11/9/2012,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55
2374,11/9/2012,4,1,11,10,0,5,1,1,0.36,0.3333,0.5,0.3284,34,163,197
2375,11/9/2012,4,1,11,12,0,5,1,1,0.44,0.4394,0.41,0.3284,48,214,262
2376,11/13/2012,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110
2377,11/13/2012,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135
2378,11/18/2012,4,1,11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447
2379,11/18/2012,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372
2380,11/24/2012,4,1,11,5,0,6,0,1,0.26,0.2273,0.41,0.3284,1,2,3
2381,11/24/2012,4,1,11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,4,21,25
2382,11/24/2012,4,1,11,13,0,6,0,1,0.32,0.303,0.36,0.3284,64,161,225
2383,11/27/2012,4,1,11,20,0,2,1,1,0.26,0.2273,0.75,0.3284,4,228,232
2384,11/28/2012,4,1,11,15,0,3,1,1,0.36,0.3333,0.32,0.3284,7,172,179
2385,12/5/2012,4,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11
2386,12/11/2012,4,1,12,2,0,2,1,2,0.4,0.4091,0.66,0.3284,0,1,1
2387,12/11/2012,4,1,12,5,0,2,1,3,0.34,0.303,0.71,0.3284,1,40,41
2388,12/11/2012,4,1,12,10,0,2,1,1,0.36,0.3333,0.57,0.3284,12,142,154
2389,12/18/2012,4,1,12,18,0,2,1,1,0.38,0.3939,0.46,0.3284,13,512,525
2390,12/20/2012,4,1,12,16,0,4,1,2,0.34,0.303,0.53,0.3284,21,281,302
2391,12/21/2012,1,1,12,16,0,5,1,2,0.3,0.2727,0.39,0.3284,28,253,281
2392,12/21/2012,1,1,12,17,0,5,1,2,0.26,0.2273,0.56,0.3284,24,297,321
2393,12/22/2012,1,1,12,10,0,6,0,1,0.26,0.2273,0.48,0.3284,13,105,118
2394,12/25/2012,1,1,12,13,1,2,0,1,0.4,0.4091,0.5,0.3284,75,46,121
2395,12/26/2012,1,1,12,7,0,3,1,3,0.2,0.1818,0.86,0.3284,0,26,26
2396,12/26/2012,1,1,12,8,0,3,1,3,0.2,0.1818,0.86,0.3284,0,31,31
2397,12/26/2012,1,1,12,9,0,3,1,3,0.2,0.1818,0.86,0.3284,1,22,23
2398,12/26/2012,1,1,12,12,0,3,1,3,0.22,0.197,0.87,0.3284,0,10,10
2399,12/26/2012,1,1,12,13,0,3,1,3,0.22,0.197,0.87,0.3284,0,15,15
2400,12/27/2012,1,1,12,4,0,4,1,2,0.24,0.2121,0.87,0.3284,0,3,3
2401,12/30/2012,1,1,12,15,0,0,0,1,0.28,0.2576,0.38,0.3284,37,101,138
2402,12/30/2012,1,1,12,17,0,0,0,1,0.26,0.2273,0.41,0.3284,26,97,123
2403,12/30/2012,1,1,12,20,0,0,0,1,0.22,0.197,0.47,0.3284,9,63,72
2404,1/1/2011,1,0,1,13,0,6,0,2,0.46,0.4545,0.72,0.2985,47,47,94
2405,1/1/2011,1,0,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,40,70,110
2406,1/1/2011,1,0,1,16,0,6,0,2,0.42,0.4242,0.82,0.2985,41,52,93
2407,1/1/2011,1,0,1,23,0,6,0,2,0.46,0.4545,0.88,0.2985,15,24,39
2408,1/2/2011,1,0,1,0,0,0,0,2,0.46,0.4545,0.88,0.2985,4,13,17
2409,1/2/2011,1,0,1,6,0,0,0,3,0.42,0.4242,0.77,0.2985,0,2,2
2410,1/2/2011,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93
2411,1/2/2011,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9
2412,1/3/2011,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61
2413,1/4/2011,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57
2414,1/5/2011,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195
2415,1/5/2011,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71
2416,1/7/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134
2417,1/8/2011,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55
2418,1/9/2011,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15
2419,1/10/2011,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31
2420,1/13/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3
2421,1/13/2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60
2422,1/13/2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40
2423,1/15/2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101
2424,1/16/2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3
2425,1/16/2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118
2426,1/19/2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
2427,1/20/2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
2428,1/21/2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1
2429,1/22/2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3
2430,1/26/2011,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30
2431,1/26/2011,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72
2432,1/26/2011,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58
2433,1/31/2011,1,0,1,9,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112
2434,2/2/2011,1,0,2,16,0,3,1,1,0.36,0.3333,0.71,0.2985,8,95,103
2435,2/3/2011,1,0,2,5,0,4,1,1,0.16,0.1364,0.5,0.2985,0,2,2
2436,2/3/2011,1,0,2,9,0,4,1,1,0.16,0.1364,0.47,0.2985,6,127,133
2437,2/9/2011,1,0,2,14,0,3,1,1,0.2,0.1818,0.34,0.2985,2,56,58
2438,2/9/2011,1,0,2,18,0,3,1,2,0.18,0.1667,0.47,0.2985,2,168,170
2439,2/10/2011,1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34,35
2440,2/10/2011,1,0,2,13,0,4,1,1,0.18,0.1667,0.29,0.2985,3,59,62
2441,2/10/2011,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,4,76,80
2442,2/13/2011,1,0,2,15,0,0,0,2,0.4,0.4091,0.3,0.2985,40,122,162
2443,2/13/2011,1,0,2,18,0,0,0,1,0.4,0.4091,0.32,0.2985,17,78,95
2444,2/13/2011,1,0,2,22,0,0,0,1,0.4,0.4091,0.35,0.2985,5,31,36
2445,2/14/2011,1,0,2,2,0,1,1,1,0.36,0.3333,0.4,0.2985,0,2,2
2446,2/14/2011,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26
2447,2/14/2011,1,0,2,7,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98
2448,2/16/2011,1,0,2,11,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66
2449,2/17/2011,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146
2450,2/17/2011,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274
2451,2/17/2011,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44
2452,2/18/2011,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191
2453,2/19/2011,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7
2454,2/20/2011,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2
2455,2/21/2011,1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5
2456,2/21/2011,1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8
2457,2/21/2011,1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63
2458,2/24/2011,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137
2459,2/24/2011,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88
2460,2/24/2011,1,0,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69
2461,2/24/2011,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115
2462,2/26/2011,1,0,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27
2463,2/28/2011,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255
2464,2/28/2011,1,0,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,13,74,87
2465,2/28/2011,1,0,2,12,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36,36
2466,2/28/2011,1,0,2,14,0,1,1,3,0.42,0.4242,1,0.2985,1,24,25
2467,2/28/2011,1,0,2,15,0,1,1,3,0.42,0.4242,1,0.2985,0,35,35
2468,2/28/2011,1,0,2,17,0,1,1,3,0.4,0.4091,1,0.2985,2,77,79
2469,3/1/2011,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46
2470,3/2/2011,1,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,7,141,148
2471,3/2/2011,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96
2472,3/3/2011,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8
2473,3/3/2011,1,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35
2474,3/3/2011,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220
2475,3/4/2011,1,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985,31,75,106
2476,3/4/2011,1,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985,15,172,187
2477,3/5/2011,1,0,3,7,0,6,0,2,0.3,0.2727,1,0.2985,5,10,15
2478,3/5/2011,1,0,3,8,0,6,0,2,0.3,0.2727,1,0.2985,11,34,45
2479,3/5/2011,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205
2480,3/5/2011,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985,74,130,204
2481,3/5/2011,1,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985,16,47,63
2482,3/5/2011,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,10,34,44
2483,3/6/2011,1,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11
2484,3/6/2011,1,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985,1,8,9
2485,3/6/2011,1,0,3,10,0,0,0,2,0.42,0.4242,1,0.2985,4,27,31
2486,3/6/2011,1,0,3,17,0,0,0,3,0.34,0.303,1,0.2985,2,23,25
2487,3/7/2011,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58
2488,3/9/2011,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985,10,61,71
2489,3/9/2011,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,79
2490,3/9/2011,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985,18,176,194
2491,3/10/2011,1,0,3,14,0,4,1,3,0.44,0.4394,0,0.2985,0,12,12
2492,3/11/2011,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985,18,60,78
2493,3/11/2011,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,81
2494,3/11/2011,1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985,18,95,113
2495,3/13/2011,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,11,23,34
2496,3/13/2011,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,144,106,250
2497,3/13/2011,1,0,3,20,0,0,0,1,0.32,0.303,0.57,0.2985,23,54,77
2498,3/15/2011,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,14,74,88
2499,3/15/2011,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,18,207,225
2500,3/16/2011,1,0,3,1,0,3,1,3,0.3,0.2727,1,0.2985,1,2,3
2501,3/16/2011,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,37,216,253
2502,3/16/2011,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,10,111,121
2503,3/17/2011,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,3,5,8
2504,3/19/2011,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93
2505,3/19/2011,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,13,37,50
2506,3/21/2011,2,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,1,1,2
2507,3/21/2011,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,32,47,79
2508,3/22/2011,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,24,312,336
2509,3/22/2011,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,29,95,124
2510,3/24/2011,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,4,120,124
2511,3/24/2011,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,10,61,71
2512,3/24/2011,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,17,197,214
2513,3/25/2011,2,0,3,9,0,5,1,1,0.24,0.2121,0.48,0.2985,16,150,166
2514,3/25/2011,2,0,3,16,0,5,1,2,0.34,0.303,0.34,0.2985,23,127,150
2515,3/26/2011,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27
2516,3/28/2011,2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227,252
2517,3/28/2011,2,0,3,23,0,1,1,1,0.28,0.2576,0.24,0.2985,1,18,19
2518,3/29/2011,2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,0,4,4
2519,3/29/2011,2,0,3,2,0,2,1,1,0.24,0.2121,0.32,0.2985,0,3,3
2520,3/29/2011,2,0,3,3,0,2,1,1,0.24,0.2121,0.32,0.2985,2,1,3
2521,3/29/2011,2,0,3,6,0,2,1,1,0.22,0.2121,0.41,0.2985,4,46,50
2522,3/29/2011,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46,59
2523,3/29/2011,2,0,3,13,0,2,1,1,0.34,0.303,0.25,0.2985,24,80,104
2524,3/30/2011,2,0,3,14,0,3,1,2,0.36,0.3333,0.46,0.2985,16,64,80
2525,3/30/2011,2,0,3,15,0,3,1,3,0.28,0.2576,0.81,0.2985,14,56,70
2526,3/30/2011,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44
2527,3/31/2011,2,0,3,6,0,4,1,3,0.24,0.2121,0.93,0.2985,2,34,36
2528,3/31/2011,2,0,3,15,0,4,1,3,0.3,0.2727,0.87,0.2985,4,61,65
2529,4/2/2011,2,0,4,22,0,6,0,1,0.32,0.303,0.61,0.2985,14,41,55
2530,4/3/2011,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,219,148,367
2531,4/4/2011,2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2
2532,4/4/2011,2,0,4,8,0,1,1,2,0.46,0.4545,0.55,0.2985,31,308,339
2533,4/5/2011,2,0,4,5,0,2,1,3,0.46,0.4545,0.94,0.2985,0,5,5
2534,4/5/2011,2,0,4,19,0,2,1,1,0.36,0.3333,0.43,0.2985,12,148,160
2535,4/5/2011,2,0,4,22,0,2,1,1,0.32,0.303,0.49,0.2985,3,43,46
2536,4/6/2011,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,36,196,232
2537,4/6/2011,2,0,4,23,0,3,1,1,0.46,0.4545,0.41,0.2985,11,29,40
2538,4/7/2011,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226
2539,4/8/2011,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51
2540,4/11/2011,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,41,55,96
2541,4/11/2011,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,45,59,104
2542,4/12/2011,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,7,47,54
2543,4/13/2011,2,0,4,0,0,3,1,2,0.4,0.4091,1,0.2985,3,12,15
2544,4/13/2011,2,0,4,1,0,3,1,2,0.4,0.4091,1,0.2985,0,1,1
2545,4/13/2011,2,0,4,2,0,3,1,3,0.4,0.4091,1,0.2985,0,2,2
2546,4/13/2011,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309
2547,4/15/2011,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,21,279,300
2548,4/15/2011,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,25,77,102
2549,4/16/2011,2,0,4,9,0,6,0,3,0.4,0.4091,1,0.2985,2,27,29
2550,4/17/2011,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210
2551,4/18/2011,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,29,136,165
2552,4/19/2011,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,30,162,192
2553,4/22/2011,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9
2554,4/22/2011,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2
2555,4/22/2011,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195
2556,4/23/2011,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,13,55,68
2557,4/24/2011,2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,142,189,331
2558,4/25/2011,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,80,441,521
2559,4/25/2011,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,23,83,106
2560,4/26/2011,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,16,254,270
2561,4/26/2011,2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,32,417,449
2562,4/27/2011,2,0,4,13,0,3,1,1,0.64,0.5909,0.78,0.2985,31,119,150
